id;known;name;products;url;sameAs
fr:semoule-fine;0;semoule-fine;2;https://fr.openfoodfacts.org/categorie/semoule-fine;
fr:couques;0;couques;2;https://fr.openfoodfacts.org/categorie/couques;
fr:roti-de-poulet;0;roti-de-poulet;2;https://fr.openfoodfacts.org/categorie/roti-de-poulet;
fr:flocons-de-levure;0;flocons-de-levure;2;https://fr.openfoodfacts.org/categorie/flocons-de-levure;
fr:preparation-instantanee;0;preparation-instantanee;2;https://fr.openfoodfacts.org/categorie/preparation-instantanee;
fr:torti-a-la-provencale;0;torti-a-la-provencale;2;https://fr.openfoodfacts.org/categorie/torti-a-la-provencale;
fr:gard;1;Gard;2;https://fr.openfoodfacts.org/categorie/gard;https://www.wikidata.org/wiki/Q3095358
fr:griottes;0;griottes;2;https://fr.openfoodfacts.org/categorie/griottes;
fr:sarrasins-decortiques;0;sarrasins-decortiques;2;https://fr.openfoodfacts.org/categorie/sarrasins-decortiques;
fr:stollen;0;stollen;2;https://fr.openfoodfacts.org/categorie/stollen;
de:apfelschorle;0;de:apfelschorle;2;https://fr.openfoodfacts.org/categorie/de:apfelschorle;
en:black-eyed-peas;1;Cornilles;2;https://fr.openfoodfacts.org/categorie/cornilles;https://www.wikidata.org/wiki/Q3246973
fr:viandes-pour-barbecue;0;viandes-pour-barbecue;2;https://fr.openfoodfacts.org/categorie/viandes-pour-barbecue;
fr:produits-vendus-dans-les-annees-2000;0;produits-vendus-dans-les-annees-2000;2;https://fr.openfoodfacts.org/categorie/produits-vendus-dans-les-annees-2000;
fr:bieres-de-degustation;0;bieres-de-degustation;2;https://fr.openfoodfacts.org/categorie/bieres-de-degustation;
fr:laits-cailles;0;laits-cailles;2;https://fr.openfoodfacts.org/categorie/laits-cailles;
fr:jalapeno;1;Jalapeño;2;https://fr.openfoodfacts.org/categorie/jalapeno;https://www.wikidata.org/wiki/Q504133
en:salt-and-malt-vinegar-crisps;1;Chips au sel et vinaigre de malt;2;https://fr.openfoodfacts.org/categorie/chips-au-sel-et-vinaigre-de-malt;
fr:boisson-au-soja;0;boisson-au-soja;2;https://fr.openfoodfacts.org/categorie/boisson-au-soja;
fr:potjevlesch;0;potjevlesch;2;https://fr.openfoodfacts.org/categorie/potjevlesch;
es:nova-3;0;es:nova-3;2;https://fr.openfoodfacts.org/categorie/es:nova-3;
en:beef-pasta;0;en:beef-pasta;2;https://fr.openfoodfacts.org/categorie/en:beef-pasta;
fr:huile-olive;0;huile-olive;2;https://fr.openfoodfacts.org/categorie/huile-olive;
fr:miels-d-acacia-et-gelee-royale;0;miels-d-acacia-et-gelee-royale;2;https://fr.openfoodfacts.org/categorie/miels-d-acacia-et-gelee-royale;
es:chocolate-a-la-taza;0;es:chocolate-a-la-taza;2;https://fr.openfoodfacts.org/categorie/es:chocolate-a-la-taza;
fr:tortelli;0;tortelli;2;https://fr.openfoodfacts.org/categorie/tortelli;
ro:wines-from-romania;0;ro:wines-from-romania;2;https://fr.openfoodfacts.org/categorie/ro:wines-from-romania;
fr:compotes-pommes-banane-fraise;0;compotes-pommes-banane-fraise;2;https://fr.openfoodfacts.org/categorie/compotes-pommes-banane-fraise;
fr:confit-de-foie-de-volaille;1;confit-de-foie-de-volaille;2;https://fr.openfoodfacts.org/categorie/confit-de-foie-de-volaille;
fr:pour-les-gateaux;0;pour-les-gateaux;2;https://fr.openfoodfacts.org/categorie/pour-les-gateaux;
en:panko;1;Panko;2;https://fr.openfoodfacts.org/categorie/panko;https://www.wikidata.org/wiki/Q1820454
fr:confitures-de-pruneaux;0;confitures-de-pruneaux;2;https://fr.openfoodfacts.org/categorie/confitures-de-pruneaux;
en:macadamia-oils;1;Huiles de noix de macadamia;2;https://fr.openfoodfacts.org/categorie/huiles-de-noix-de-macadamia;https://www.wikidata.org/wiki/Q2264972
fr:whey;0;whey;2;https://fr.openfoodfacts.org/categorie/whey;
fr:vers-de-farine;0;vers-de-farine;2;https://fr.openfoodfacts.org/categorie/vers-de-farine;
fr:flageolets-surgeles;0;flageolets-surgeles;2;https://fr.openfoodfacts.org/categorie/flageolets-surgeles;
fr:poires-de-normandie;0;poires-de-normandie;2;https://fr.openfoodfacts.org/categorie/poires-de-normandie;
fr:farines-avec-levure;0;farines-avec-levure;2;https://fr.openfoodfacts.org/categorie/farines-avec-levure;
fr:legumes-de-la-mer;0;legumes-de-la-mer;2;https://fr.openfoodfacts.org/categorie/legumes-de-la-mer;
fr:couscous-de-manioc;0;couscous-de-manioc;2;https://fr.openfoodfacts.org/categorie/couscous-de-manioc;
fr:miel-bio;0;miel-bio;2;https://fr.openfoodfacts.org/categorie/miel-bio;
fr:yaourts-sur-lit-de-fraises;0;yaourts-sur-lit-de-fraises;2;https://fr.openfoodfacts.org/categorie/yaourts-sur-lit-de-fraises;
es:leche-fermentada;0;es:leche-fermentada;2;https://fr.openfoodfacts.org/categorie/es:leche-fermentada;
en:soured-milk-quark;1;Quark au lait caillé;2;https://fr.openfoodfacts.org/categorie/quark-au-lait-caille;
fr:purees-de-chataignes;0;purees-de-chataignes;2;https://fr.openfoodfacts.org/categorie/purees-de-chataignes;
en:indian-pale-ales;0;en:indian-pale-ales;2;https://fr.openfoodfacts.org/categorie/en:indian-pale-ales;
fr:graines-de-moutarde;0;graines-de-moutarde;2;https://fr.openfoodfacts.org/categorie/graines-de-moutarde;
fr:fletan;0;fletan;2;https://fr.openfoodfacts.org/categorie/fletan;
fr:melanges-de-fruits-tropicaux;0;melanges-de-fruits-tropicaux;2;https://fr.openfoodfacts.org/categorie/melanges-de-fruits-tropicaux;
fr:des-de-volaille;0;des-de-volaille;2;https://fr.openfoodfacts.org/categorie/des-de-volaille;
en:plum-pastes;1;Pâtes de prunes;2;https://fr.openfoodfacts.org/categorie/pates-de-prunes;
en:roasted-unshelled-pumpkin-seeds;1;Graines de courge en coque grillées;2;https://fr.openfoodfacts.org/categorie/graines-de-courge-en-coque-grillees;
fr:bouchees-aperitives;0;bouchees-aperitives;2;https://fr.openfoodfacts.org/categorie/bouchees-aperitives;
en:green-peppercorns;1;Poivre vert en grains;2;https://fr.openfoodfacts.org/categorie/poivre-vert-en-grains;
fr:penne-a-la-bolognaise;0;penne-a-la-bolognaise;2;https://fr.openfoodfacts.org/categorie/penne-a-la-bolognaise;
fr:poulets-entiers-cuits;0;poulets-entiers-cuits;2;https://fr.openfoodfacts.org/categorie/poulets-entiers-cuits;
fr:saucisses-cocktail-fumees;0;saucisses-cocktail-fumees;2;https://fr.openfoodfacts.org/categorie/saucisses-cocktail-fumees;
en:sea-buckthorn-jellies;1;Gelées d'argousiers;2;https://fr.openfoodfacts.org/categorie/gelees-d-argousiers;
fr:saumon-surgele;0;saumon-surgele;2;https://fr.openfoodfacts.org/categorie/saumon-surgele;
es:harinas-de-avena-integrales;0;es:harinas-de-avena-integrales;2;https://fr.openfoodfacts.org/categorie/es:harinas-de-avena-integrales;
en:frozen-chestnuts;1;Châtaignes surgelées;2;https://fr.openfoodfacts.org/categorie/chataignes-surgelees;
fr:vins-australiens;0;vins-australiens;2;https://fr.openfoodfacts.org/categorie/vins-australiens;
fr:salade-de-crudites;0;salade-de-crudites;2;https://fr.openfoodfacts.org/categorie/salade-de-crudites;
fr:confits-de-tomates;0;confits-de-tomates;2;https://fr.openfoodfacts.org/categorie/confits-de-tomates;
en:bieres-britanniques;0;en:bieres-britanniques;2;https://fr.openfoodfacts.org/categorie/en:bieres-britanniques;
fr:legumes-vapeur;0;legumes-vapeur;2;https://fr.openfoodfacts.org/categorie/legumes-vapeur;
fr:gelees-d-ananas;0;gelees-d-ananas;2;https://fr.openfoodfacts.org/categorie/gelees-d-ananas;
fr:abricotine;1;Abricotine;2;https://fr.openfoodfacts.org/categorie/abricotine;https://www.wikidata.org/wiki/Q10216
fr:sprats;0;sprats;2;https://fr.openfoodfacts.org/categorie/sprats;
fr:viande-fraiche-de-boeuf;0;viande-fraiche-de-boeuf;2;https://fr.openfoodfacts.org/categorie/viande-fraiche-de-boeuf;
fr:asperges-blanches-fraiches;0;asperges-blanches-fraiches;2;https://fr.openfoodfacts.org/categorie/asperges-blanches-fraiches;
fr:tagliatelles-aromatisees-et-colorees;0;tagliatelles-aromatisees-et-colorees;2;https://fr.openfoodfacts.org/categorie/tagliatelles-aromatisees-et-colorees;
fr:melanges-de-legumes;0;melanges-de-legumes;2;https://fr.openfoodfacts.org/categorie/melanges-de-legumes;
fr:yaourts-aux-graines;0;yaourts-aux-graines;2;https://fr.openfoodfacts.org/categorie/yaourts-aux-graines;
fr:creme-epaisse-entiere;0;creme-epaisse-entiere;2;https://fr.openfoodfacts.org/categorie/creme-epaisse-entiere;
fr:toasts-brioches-aux-raisins;0;toasts-brioches-aux-raisins;2;https://fr.openfoodfacts.org/categorie/toasts-brioches-aux-raisins;
fr:chorizos-portugais;0;chorizos-portugais;2;https://fr.openfoodfacts.org/categorie/chorizos-portugais;
fr:chocolat-70-noir;0;chocolat-70-noir;2;https://fr.openfoodfacts.org/categorie/chocolat-70-noir;
es:pasta-de-sesamo;0;es:pasta-de-sesamo;2;https://fr.openfoodfacts.org/categorie/es:pasta-de-sesamo;
es:isotonica;0;es:isotonica;2;https://fr.openfoodfacts.org/categorie/es:isotonica;
fr:legumes-cuits;0;legumes-cuits;2;https://fr.openfoodfacts.org/categorie/legumes-cuits;
es:barritas-proteica;0;es:barritas-proteica;2;https://fr.openfoodfacts.org/categorie/es:barritas-proteica;
fr:cassoulets-en-conserve;0;cassoulets-en-conserve;2;https://fr.openfoodfacts.org/categorie/cassoulets-en-conserve;
fr:crement-de-bourgogne;0;crement-de-bourgogne;2;https://fr.openfoodfacts.org/categorie/crement-de-bourgogne;
